Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adveresaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR;;;
24-25;9;Championat de France;Exterieur;Victoire;Chartres;;Starter;G. Rabot;14;60;1;61;1;1;1,00;0;0;;1;1;1,00;0;0;;;;;;;;;3;1;5;6;2;2;2;0;0;3;0;6;11;26;G. Rabot;3;26;G. Rabot
24-25;9;Championat de France;Exterieur;Victoire;Chartres;;Starter;D. Fankam Mendjiadeu;21;10;0,17;10,17;2;6;0,33;2;6;0,33;0;0;;2;4;0,50;;;;;;;;6;3;4;7;1;2;3;1;1;2;3;0;10;32;D. Fankam Mendjiadeu;4;32;D. Fankam Mendjiadeu
24-25;9;Championat de France;Exterieur;Victoire;Chartres;Capitaine;Starter;R. Bernies(C);33;28;0,47;28,47;4;11;0,36;1;3;0,33;3;8;0,38;3;4;0,75;;;;;;;;14;1;0;1;6;4;3;0;0;1;1;-6;12;47;R. Bernies(C);5;47;R. Bernies(C)
24-25;9;Championat de France;Exterieur;Victoire;Chartres;;Banc;A. Suarez Utrero;20;34;0,57;34,57;3;7;0,43;2;3;0,67;1;4;0,25;0;0;;;;;;;;;7;1;3;4;1;5;1;0;1;2;2;5;4;1;A. Suarez Utrero;7;1;A. Suarez Utrero
24-25;9;Championat de France;Exterieur;Victoire;Chartres;;Banc;H. Limouzin;14;46;0,77;46,77;1;5;0,20;1;5;0,20;0;0;;0;0;;;;;;;;;2;1;0;1;4;2;0;0;2;3;0;1;1;3;H. Limouzin;8;3;H. Limouzin
24-25;9;Championat de France;Exterieur;Victoire;Chartres;;Banc;A. Tagayi;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5;A. Tagayi;9;5;A. Tagayi
24-25;9;Championat de France;Exterieur;Victoire;Chartres;;Banc;N. Angloma;25;41;0,68;41,68;5;8;0,63;4;7;0,57;1;1;1,00;3;5;0,60;;;;;;;;14;1;2;3;1;0;0;0;1;4;4;8;13;33;N. Angloma;10;33;N. Angloma
24-25;9;Championat de France;Exterieur;Victoire;Chartres;;Banc;M. Milapie;18;29;0,48;29,48;2;3;0,67;1;2;0,50;1;1;1,00;3;5;0,60;;;;;;;;8;0;4;4;0;1;0;0;0;3;3;-1;8;77;M. Milapie;11;77;M. Milapie
24-25;9;Championat de France;Exterieur;Victoire;Chartres;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;2;0;1;0;0;0;0;0;0;0;0;Team / Coach;12;;Team / Coach
24-25;9;Championat de France;Exterieur;Victoire;Chartres;;Banc;TOTAUX EQUIPE;;;;;22;53;0,42;13;28;0,46;9;25;0,36;15;23;0,65;17;22;7;8;31;15;11;68;9;22;31;18;20;12;2;5;23;16;0;72;0;TOTAUX EQUIPE;13;;TOTAUX EQUIPE
24-25;10;Championat de France;Domicile;Victoire;Roche Vendée;;Starter;E. Naigre;24;50;0,83;50,83;8;12;0,67;4;5;0,80;4;7;0,57;1;2;0,50;;;;;;;;21;1;3;4;0;0;1;1;0;1;2;30;22;13;E. Naigre;1;13;E. Naigre
24-25;10;Championat de France;Domicile;Victoire;Roche Vendée;;Starter;G. Rabot;23;26;0,43;26,43;4;8;0,50;3;5;0,60;1;3;0,33;1;2;0,50;;;;;;;;10;2;1;3;4;1;1;0;0;3;2;18;12;26;G. Rabot;2;26;G. Rabot
24-25;10;Championat de France;Domicile;Victoire;Roche Vendée;;Starter;D. Fankam Mendjiadeu;20;2;0,03;2,03;4;6;0,67;4;6;0,67;0;0;;0;1;0,00;;;;;;;;8;5;5;10;0;3;0;0;1;2;2;18;12;32;D. Fankam Mendjiadeu;3;32;D. Fankam Mendjiadeu
24-25;10;Championat de France;Domicile;Victoire;Roche Vendée;;Starter;N. Angloma;26;1;0,02;1,02;3;8;0,38;3;7;0,43;0;1;0,00;6;6;1,00;;;;;;;;12;3;3;6;4;1;1;0;0;2;3;22;17;33;N. Angloma;4;33;N. Angloma
24-25;10;Championat de France;Domicile;Victoire;Roche Vendée;Capitaine;Starter;R. Bernies(C);27;54;0,9;54,9;2;4;0,50;1;1;1,00;1;3;0,33;2;2;1,00;;;;;;;;7;0;5;5;10;4;0;1;0;1;2;36;17;47;R. Bernies(C);5;47;R. Bernies(C)
24-25;10;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;H. Limouzin;22;40;0,67;40,67;4;13;0,31;3;12;0,25;1;1;1,00;0;0;;;;;;;;;9;0;2;2;5;0;3;0;0;3;1;9;10;3;H. Limouzin;7;3;H. Limouzin
24-25;10;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;A. Brun;5;0;0;0;0;2;0,00;0;1;0,00;0;1;0,00;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;-5;-2;8;A. Brun;8;8;A. Brun
24-25;10;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;J. Bailey;21;4;0,07;4,07;3;8;0,38;2;4;0,50;1;4;0,25;0;0;;;;;;;;;7;2;4;6;0;1;0;0;0;1;2;13;7;10;J. Bailey;9;10;J. Bailey
24-25;10;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;A. Keita;5;0;0;0;1;1;1,00;1;1;1,00;0;0;;0;0;;;;;;;;;2;1;0;1;0;2;0;0;0;1;0;-5;1;31;A. Keita;10;31;A. Keita
24-25;10;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;M. Milapie;22;3;0,05;3,05;2;3;0,67;2;2;1,00;0;1;0,00;0;0;;;;;;;;;4;1;2;3;1;1;0;1;0;2;0;9;7;77;M. Milapie;11;77;M. Milapie
24-25;10;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;3;5;0;2;0;0;0;0;0;0;0;0;Team / Coach;12;;Team / Coach
24-25;10;Championat de France;Domicile;Victoire;Roche Vendée;;Banc;TOTAUX EQUIPE;;;;;31;65;0,48;23;44;0,52;8;21;0,38;10;13;0,77;13;34;19;13;22;35;12;80;17;28;45;24;15;6;3;1;17;14;0;106;0;TOTAUX EQUIPE;13;;TOTAUX EQUIPE
24-25;11;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Starter;J. Bailey;31;2;0,03;2,03;7;13;0,54;5;8;0,63;2;5;0,40;2;2;1,00;;;;;;;;18;3;2;5;4;2;0;0;1;3;3;17;19;10;J. Bailey;1;10;J. Bailey
24-25;11;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Starter;E. Naigre;24;21;0,35;21,35;2;7;0,29;2;3;0,67;0;4;0,00;0;0;;;;;;;;;4;1;4;5;0;2;0;0;0;3;1;9;2;13;E. Naigre;2;13;E. Naigre
24-25;11;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Starter;G. Rabot;23;42;0,7;42,7;3;7;0,43;3;7;0,43;0;0;;1;2;0,50;;;;;;;;7;3;9;12;5;1;2;0;0;3;3;16;20;26;G. Rabot;3;26;G. Rabot
24-25;11;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;Capitaine;Starter;R. Bernies(C);27;60;1;61;3;7;0,43;2;3;0,67;1;4;0,25;0;0;;;;;;;;;7;0;1;1;4;3;2;0;0;0;1;10;7;47;R. Bernies(C);4;47;R. Bernies(C)
24-25;11;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Starter;M. Milapie;15;32;0,53;32,53;0;4;0,00;0;3;0,00;0;1;0,00;0;0;;;;;;;;;0;1;0;1;0;1;1;0;0;2;3;11;-3;77;M. Milapie;5;77;M. Milapie
24-25;11;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;H. Limouzin;27;39;0,65;39,65;5;11;0,45;5;11;0,45;0;0;;0;0;;;;;;;;;10;1;1;2;7;2;1;0;0;1;0;9;12;3;H. Limouzin;7;3;H. Limouzin
24-25;11;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;A. Brun;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;8;A. Brun;8;8;A. Brun
24-25;11;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;A. Keita;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;31;A. Keita;9;31;A. Keita
24-25;11;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;D. Fankam Mendjiadeu;26;11;0,18;11,18;4;7;0,57;4;7;0,57;0;0;;7;8;0,88;;;;;;;;15;2;11;13;1;3;0;1;1;3;4;14;23;32;D. Fankam Mendjiadeu;10;32;D. Fankam Mendjiadeu
24-25;11;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;N. Angloma;23;33;0,55;33,55;1;5;0,20;0;2;0,00;1;3;0,33;1;2;0,50;;;;;;;;4;1;3;4;0;1;1;1;1;1;1;19;4;33;N. Angloma;11;33;N. Angloma
24-25;11;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;4;0;0;0;0;0;0;0;0;0;0;Team / Coach;12;;Team / Coach
24-25;11;Championat de France;Domicile;Victoire;Villeneuve d'Ascq;;Banc;TOTAUX EQUIPE;;;;;25;61;0,41;21;44;0,48;4;17;0,24;11;14;0,79;11;36;11;8;29;23;18;65;13;34;47;21;15;7;2;3;16;16;0;88;0;TOTAUX EQUIPE;13;;TOTAUX EQUIPE
24-25;12;Championat de France;Domicile;Defaite;Charnay;;Starter;E. Naigre;41;58;0,97;58,97;7;14;0,50;0;2;0,00;7;12;0,58;0;0;;;;;;;;;21;0;4;4;6;3;0;0;1;3;0;-2;21;13;E. Naigre;1;13;E. Naigre
24-25;12;Championat de France;Domicile;Defaite;Charnay;;Starter;G. Rabot;36;39;0,65;39,65;1;5;0,20;0;2;0,00;1;3;0,33;2;2;1,00;;;;;;;;5;2;6;8;7;4;4;0;2;3;2;11;16;26;G. Rabot;2;26;G. Rabot
24-25;12;Championat de France;Domicile;Defaite;Charnay;;Starter;D. Fankam Mendjiadeu;33;55;0,92;55,92;4;10;0,40;4;10;0,40;0;0;;5;8;0,63;;;;;;;;13;3;4;7;1;3;1;1;0;1;6;4;11;32;D. Fankam Mendjiadeu;3;32;D. Fankam Mendjiadeu
24-25;12;Championat de France;Domicile;Defaite;Charnay;;Starter;N. Angloma;7;8;0,13;8,13;1;4;0,25;1;2;0,50;0;2;0,00;1;2;0,50;;;;;;;;3;1;1;2;0;0;0;0;1;0;2;7;1;33;N. Angloma;4;33;N. Angloma
24-25;12;Championat de France;Domicile;Defaite;Charnay;Capitaine;Starter;R. Bernies(C);27;39;0,65;39,65;2;5;0,40;0;0;;2;5;0,40;3;4;0,75;;;;;;;;9;0;4;4;6;4;3;0;0;5;3;18;14;47;R. Bernies(C);5;47;R. Bernies(C)
24-25;12;Championat de France;Domicile;Defaite;Charnay;;Banc;A. Suarez Utrero;16;9;0,15;9,15;2;5;0,40;1;3;0,33;1;2;0,50;5;6;0,83;;;;;;;;10;3;0;3;0;3;0;0;0;0;4;-14;6;1;A. Suarez Utrero;7;1;A. Suarez Utrero
24-25;12;Championat de France;Domicile;Defaite;Charnay;;Banc;H. Limouzin;28;54;0,9;54,9;2;5;0,40;2;5;0,40;0;0;;2;2;1,00;;;;;;;;6;0;4;4;4;3;1;0;0;1;2;-13;9;3;H. Limouzin;8;3;H. Limouzin
24-25;12;Championat de France;Domicile;Defaite;Charnay;;Banc;A. Tagayi;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5;A. Tagayi;9;5;A. Tagayi
24-25;12;Championat de France;Domicile;Defaite;Charnay;;Banc;J. Bailey;18;13;0,22;13,22;1;4;0,25;0;0;;1;4;0,25;4;4;1,00;;;;;;;;7;0;1;1;1;1;1;0;0;2;3;-18;6;10;J. Bailey;10;10;J. Bailey
24-25;12;Championat de France;Domicile;Defaite;Charnay;;Banc;A. Keita;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;31;A. Keita;11;31;A. Keita
24-25;12;Championat de France;Domicile;Defaite;Charnay;;Banc;M. Milapie;14;5;0,08;5,08;2;3;0,67;2;3;0,67;0;0;;5;8;0,63;;;;;;;;9;0;1;1;1;2;0;0;0;1;4;-8;5;77;M. Milapie;12;77;M. Milapie
24-25;12;Championat de France;Domicile;Defaite;Charnay;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;4;0;0;0;0;0;0;0;0;0;0;Team / Coach;13;;Team / Coach
24-25;12;Championat de France;Domicile;Defaite;Charnay;;Banc;TOTAUX EQUIPE;;;;;22;55;0,40;10;27;0,37;12;28;0,43;27;36;0,75;13;10;9;13;32;9;8;83;11;27;38;26;23;10;1;4;16;26;0;93;0;TOTAUX EQUIPE;14;;TOTAUX EQUIPE
24-25;13;Championat de France;Exterieur;Defaite;Landerneau;;Starter;J. Bailey;20;57;0,95;57,95;1;4;0,25;1;2;0,50;0;2;0,00;3;4;0,75;;;;;;;;5;2;1;3;3;3;3;0;0;2;4;-10;7;10;J. Bailey;1;10;J. Bailey
24-25;13;Championat de France;Exterieur;Defaite;Landerneau;;Starter;E. Naigre;26;32;0,53;32,53;3;6;0,50;0;2;0,00;3;4;0,75;0;0;;;;;;;;;9;1;1;2;0;3;0;1;0;3;0;-7;6;13;E. Naigre;2;13;E. Naigre
24-25;13;Championat de France;Exterieur;Defaite;Landerneau;;Starter;G. Rabot;24;6;0,1;6,1;2;7;0,29;2;7;0,29;0;0;;1;2;0,50;;;;;;;;5;1;4;5;1;4;0;0;0;3;1;-19;1;26;G. Rabot;3;26;G. Rabot
24-25;13;Championat de France;Exterieur;Defaite;Landerneau;;Starter;D. Fankam Mendjiadeu;14;36;0,6;36,6;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;2;2;4;0;1;0;0;0;4;2;-20;3;32;D. Fankam Mendjiadeu;4;32;D. Fankam Mendjiadeu
24-25;13;Championat de France;Exterieur;Defaite;Landerneau;Capitaine;Starter;R. Bernies(C);24;47;0,78;47,78;2;10;0,20;1;2;0,50;1;8;0,13;0;1;0,00;;;;;;;;5;1;0;1;2;2;1;0;0;0;3;-25;-2;47;R. Bernies(C);5;47;R. Bernies(C)
24-25;13;Championat de France;Exterieur;Defaite;Landerneau;;Banc;A. Suarez Utrero;24;4;0,07;4,07;5;13;0,38;3;6;0,50;2;7;0,29;6;6;1,00;;;;;;;;18;1;1;2;2;2;0;0;1;4;4;10;12;1;A. Suarez Utrero;7;1;A. Suarez Utrero
24-25;13;Championat de France;Exterieur;Defaite;Landerneau;;Banc;H. Limouzin;21;21;0,35;21,35;1;5;0,20;1;5;0,20;0;0;;2;4;0,50;;;;;;;;4;0;2;2;2;0;1;0;0;2;3;3;3;3;H. Limouzin;8;3;H. Limouzin
24-25;13;Championat de France;Exterieur;Defaite;Landerneau;;Banc;A. Tagayi;0;3;0,05;3,05;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5;A. Tagayi;9;5;A. Tagayi
24-25;13;Championat de France;Exterieur;Defaite;Landerneau;;Banc;N. Angloma;28;59;0,98;59,98;2;5;0,40;2;3;0,67;0;2;0,00;0;1;0,00;;;;;;;;4;1;6;7;2;4;0;0;0;4;1;-3;5;33;N. Angloma;10;33;N. Angloma
24-25;13;Championat de France;Exterieur;Defaite;Landerneau;;Banc;M. Milapie;14;35;0,58;35,58;4;6;0,67;4;6;0,67;0;0;;5;6;0,83;;;;;;;;13;5;3;8;0;1;0;0;1;1;3;1;17;77;M. Milapie;11;77;M. Milapie
24-25;13;Championat de France;Exterieur;Defaite;Landerneau;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;3;0;0;0;0;0;1;0;0;0;0;Team / Coach;12;;Team / Coach
24-25;13;Championat de France;Exterieur;Defaite;Landerneau;;Banc;TOTAUX EQUIPE;;;;;20;56;0,36;14;33;0,42;6;23;0,26;17;24;0,71;13;24;15;11;39;3;8;63;15;22;37;12;20;5;1;2;24;21;0;55;0;TOTAUX EQUIPE;13;;TOTAUX EQUIPE
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Starter;J. Bailey;25;11;0,18;11,18;0;3;0,00;0;0;;0;3;0,00;2;2;1,00;;;;;;;;2;0;1;1;3;1;1;0;0;3;2;-2;3;10;J. Bailey;1;10;J. Bailey
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Starter;E. Naigre;32;20;0,33;20,33;6;14;0,43;0;4;0,00;6;10;0,60;3;3;1,00;;;;;;;;21;0;2;2;1;0;1;0;0;2;3;12;17;13;E. Naigre;2;13;E. Naigre
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Starter;G. Rabot;28;31;0,52;31,52;6;13;0,46;4;10;0,40;2;3;0,67;3;3;1,00;;;;;;;;17;2;5;7;3;1;3;0;1;3;3;23;22;26;G. Rabot;3;26;G. Rabot
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;Capitaine;Starter;R. Bernies(C);27;7;0,12;7,12;5;14;0,36;2;4;0,50;3;10;0,30;3;3;1,00;;;;;;;;16;0;0;0;6;3;1;0;0;1;2;17;11;47;R. Bernies(C);4;47;R. Bernies(C)
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Starter;M. Milapie;16;38;0,63;38,63;1;2;0,50;1;2;0,50;0;0;;0;0;;;;;;;;;2;2;6;8;1;1;1;1;0;4;2;9;11;77;M. Milapie;5;77;M. Milapie
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;A. Suarez Utrero;20;27;0,45;27,45;2;4;0,50;2;3;0,67;0;1;0,00;0;0;;;;;;;;;4;0;1;1;4;3;0;0;0;2;1;0;4;1;A. Suarez Utrero;7;1;A. Suarez Utrero
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;H. Limouzin;12;41;0,68;41,68;2;2;1,00;2;2;1,00;0;0;;2;2;1,00;;;;;;;;6;0;2;2;3;2;1;0;0;3;1;11;10;3;H. Limouzin;8;3;H. Limouzin
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;A. Tagayi;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5;A. Tagayi;9;5;A. Tagayi
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;A. Brun;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;8;A. Brun;10;8;A. Brun
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;A. Keita;0;5;0,08;5,08;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;-2;0;31;A. Keita;11;31;A. Keita
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;D. Fankam Mendjiadeu;24;31;0,52;31,52;5;8;0,63;5;8;0,63;0;0;;4;4;1,00;;;;;;;;14;3;3;6;1;3;2;1;1;3;4;6;18;32;D. Fankam Mendjiadeu;12;32;D. Fankam Mendjiadeu
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;N. Angloma;12;19;0,32;19,32;0;2;0,00;0;2;0,00;0;0;;3;6;0,50;;;;;;;;3;0;2;2;2;0;0;0;1;1;4;1;2;33;N. Angloma;13;33;N. Angloma
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;5;6;11;0;2;0;0;0;0;0;0;0;0;Team / Coach;14;;Team / Coach
24-25;14;Championat de France;Domicile;Victoire;Lyon Asvel Féminin;;Banc;TOTAUX EQUIPE;;;;;27;62;0,44;16;35;0,46;11;27;0,41;20;23;0,87;21;24;15;13;27;19;11;85;12;28;40;24;16;10;2;3;22;22;0;107;0;TOTAUX EQUIPE;15;;TOTAUX EQUIPE
24-25;15;Championat de France;Exterieur;Victoire;Angers;;Starter;A. Suarez Utrero;30;52;0,87;52,87;6;12;0,50;5;8;0,63;1;4;0,25;2;2;1,00;;;;;;;;15;0;2;2;2;5;0;0;1;1;4;-2;8;1;A. Suarez Utrero;1;1;A. Suarez Utrero
24-25;15;Championat de France;Exterieur;Victoire;Angers;;Starter;J. Bailey;34;37;0,62;37,62;6;12;0,50;1;4;0,25;5;8;0,63;2;3;0,67;;;;;;;;19;1;1;2;2;0;3;0;1;2;5;7;19;10;J. Bailey;2;10;J. Bailey
24-25;15;Championat de France;Exterieur;Victoire;Angers;;Starter;E. Naigre;26;24;0,4;24,4;1;3;0,33;1;3;0,33;0;0;;0;0;;;;;;;;;2;0;3;3;3;1;0;0;0;4;1;9;5;13;E. Naigre;3;13;E. Naigre
24-25;15;Championat de France;Exterieur;Victoire;Angers;;Starter;D. Fankam Mendjiadeu;33;9;0,15;9,15;8;14;0,57;8;14;0,57;0;0;;0;0;;;;;;;;;16;4;10;14;0;1;2;2;0;5;2;1;27;32;D. Fankam Mendjiadeu;4;32;D. Fankam Mendjiadeu
24-25;15;Championat de France;Exterieur;Victoire;Angers;Capitaine;Starter;R. Bernies(C);35;34;0,57;34,57;3;7;0,43;1;2;0,50;2;5;0,40;5;5;1,00;;;;;;;;13;0;1;1;6;2;1;0;0;1;3;7;15;47;R. Bernies(C);5;47;R. Bernies(C)
24-25;15;Championat de France;Exterieur;Victoire;Angers;;Banc;H. Limouzin;21;59;0,98;59,98;4;9;0,44;3;7;0,43;1;2;0,50;0;2;0,00;;;;;;;;9;1;1;2;6;2;2;0;2;0;2;16;10;3;H. Limouzin;7;3;H. Limouzin
24-25;15;Championat de France;Exterieur;Victoire;Angers;;Banc;A. Tagayi;0;4;0,07;4,07;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5;A. Tagayi;8;5;A. Tagayi
24-25;15;Championat de France;Exterieur;Victoire;Angers;;Banc;A. Keita;0;8;0,13;8,13;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;-2;0;31;A. Keita;9;31;A. Keita
24-25;15;Championat de France;Exterieur;Victoire;Angers;;Banc;M. Milapie;17;3;0,05;3,05;0;2;0,00;0;1;0,00;0;1;0,00;2;5;0,40;;;;;;;;2;0;2;2;1;2;2;0;0;3;1;14;0;77;M. Milapie;10;77;M. Milapie
24-25;15;Championat de France;Exterieur;Victoire;Angers;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;3;3;6;0;2;0;0;0;0;0;0;0;0;Team / Coach;11;;Team / Coach
24-25;15;Championat de France;Exterieur;Victoire;Angers;;Banc;TOTAUX EQUIPE;;;;;28;59;0,47;19;39;0,49;9;20;0,45;11;17;0,65;14;22;11;4;11;20;12;76;9;23;32;20;15;10;2;4;16;18;0;88;0;TOTAUX EQUIPE;12;;TOTAUX EQUIPE
24-25;16;Championat de France;Domicile;Victoire;Charleville-Mézières;;Starter;A. Suarez Utrero;25;30;0,5;30,5;3;6;0,50;0;2;0,00;3;4;0,75;4;4;1,00;;;;;;;;13;0;1;1;8;2;2;0;0;0;3;24;19;1;A. Suarez Utrero;1;1;A. Suarez Utrero
24-25;16;Championat de France;Domicile;Victoire;Charleville-Mézières;;Starter;J. Bailey;32;57;0,95;57,95;5;8;0,63;2;5;0,40;3;3;1,00;3;4;0,75;;;;;;;;16;1;7;8;1;2;0;0;0;2;4;18;19;10;J. Bailey;2;10;J. Bailey
24-25;16;Championat de France;Domicile;Victoire;Charleville-Mézières;;Starter;D. Fankam Mendjiadeu;28;40;0,67;40,67;10;10;1,00;10;10;1,00;0;0;;4;6;0,67;;;;;;;;24;3;10;13;0;1;1;0;0;2;7;26;35;32;D. Fankam Mendjiadeu;3;32;D. Fankam Mendjiadeu
24-25;16;Championat de France;Domicile;Victoire;Charleville-Mézières;Capitaine;Starter;R. Bernies(C);28;31;0,52;31,52;6;8;0,75;1;1;1,00;5;7;0,71;1;1;1,00;;;;;;;;18;1;1;2;9;0;1;0;0;3;2;25;28;47;R. Bernies(C);4;47;R. Bernies(C)
24-25;16;Championat de France;Domicile;Victoire;Charleville-Mézières;;Starter;M. Milapie;27;31;0,52;31,52;2;9;0,22;2;9;0,22;0;0;;2;2;1,00;;;;;;;;6;1;0;1;2;3;0;1;0;1;2;22;0;77;M. Milapie;5;77;M. Milapie
24-25;16;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;H. Limouzin;25;45;0,75;45,75;4;7;0,57;3;4;0,75;1;3;0,33;0;0;;;;;;;;;9;1;6;7;2;7;1;0;0;1;0;16;9;3;H. Limouzin;7;3;H. Limouzin
24-25;16;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;A. Tagayi;4;8;0,13;8,13;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;1;0;0;0;0;2;0;2;1;5;A. Tagayi;8;5;A. Tagayi
24-25;16;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;A. Brun;1;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;-1;-1;8;A. Brun;9;8;A. Brun
24-25;16;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;A. Keita;1;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;-1;1;31;A. Keita;10;31;A. Keita
24-25;16;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;N. Angloma;23;8;0,13;8,13;0;5;0,00;0;5;0,00;0;0;;0;0;;;;;;;;;0;1;5;6;1;6;1;0;1;1;0;14;-3;33;N. Angloma;11;33;N. Angloma
24-25;16;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;2;0;3;0;0;0;0;0;0;0;0;Team / Coach;12;;Team / Coach
24-25;16;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;TOTAUX EQUIPE;;;;;30;53;0,57;18;36;0,50;12;17;0,71;14;17;0,82;13;30;9;11;9;32;9;86;9;31;40;25;25;6;1;1;12;18;0;107;0;TOTAUX EQUIPE;13;;TOTAUX EQUIPE
24-25;17;Championat de France;Exterieur;Defaite;Bourges;;Starter;A. Suarez Utrero;26;46;0,77;46,77;3;10;0,30;3;5;0,60;0;5;0,00;1;1;1,00;;;;;;;;7;0;5;5;2;2;0;0;0;0;3;0;5;1;A. Suarez Utrero;1;1;A. Suarez Utrero
24-25;17;Championat de France;Exterieur;Defaite;Bourges;;Starter;J. Bailey;39;40;0,67;40,67;6;10;0,60;2;3;0,67;4;7;0,57;5;5;1,00;;;;;;;;21;4;7;11;0;1;2;0;0;3;3;0;29;10;J. Bailey;2;10;J. Bailey
